Code_function;Definition_function
1.1.1.335;UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC 1.1.1.335]
1.1.1.336;UDP-N-acetyl-D-mannosamine dehydrogenase [EC 1.1.1.336]
1.1.1.337;L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC 1.1.1.337]
1.1.1.338;(2R)-3-sulfolactate dehydrogenase (NADP+) [EC 1.1.1.338]
1.1.1.339;dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC 1.1.1.339]
1.1.1.340;1-deoxy-11β-hydroxypentalenate dehydrogenase [EC 1.1.1.340]
1.1.1.341;CDP-abequose synthase [EC 1.1.1.341]
1.1.1.342;CDP-paratose synthase [EC 1.1.1.342]
1.1.1.343;phosphogluconate dehydrogenase (NAD+-dependent, decarboxylating) [EC 1.1.1.343]
1.1.1.344;dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC 1.1.1.344]
1.1.1.345;D-2-hydroxyacid dehydrogenase (NAD+) [EC 1.1.1.345]
1.1.1.346;2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming) [EC 1.1.1.346]
1.1.1.347;geraniol dehydrogenase (NAD+) [EC 1.1.1.347]
1.1.1.348;(3R)-2′-hydroxyisoflavanone reductase [EC 1.1.1.348]
1.1.1.349;norsolorinic acid ketoreductase [EC 1.1.1.349]
1.1.1.350;ureidoglycolate dehydrogenase (NAD+) [EC 1.1.1.350]
1.1.1.351;phosphogluconate dehydrogenase [NAD(P)+-dependent, decarboxylating] [EC 1.1.1.351]
1.1.1.352;5′-hydroxyaverantin dehydrogenase [EC 1.1.1.352]
1.1.1.353;versiconal hemiacetal acetate reductase [EC 1.1.1.353]
1.1.1.354;farnesol dehydrogenase (NAD+) [EC 1.1.1.354]
1.1.1.355;2′-dehydrokanamycin reductase [EC 1.1.1.355]
1.1.1.356;GDP-L-colitose synthase [EC 1.1.1.356]
1.1.1.357;3α-hydroxysteroid 3-dehydrogenase [EC 1.1.1.357]
1.1.1.358;2-dehydropantolactone reductase [EC 1.1.1.358]
1.1.1.359;aldose 1-dehydrogenase [NAD(P)+] [EC 1.1.1.359]
1.1.1.360;glucose/galactose 1-dehydrogenase [EC 1.1.1.360]
1.1.1.361;glucose-6-phosphate 3-dehydrogenase [EC 1.1.1.361]
1.1.1.362;aklaviketone reductase [EC 1.1.1.362]
1.1.1.363;glucose-6-phosphate dehydrogenase [NAD(P)+] [EC 1.1.1.363]
1.1.1.364;dTDP-4-dehydro-6-deoxy-α-D-gulose 4-ketoreductase [EC 1.1.1.364]
1.1.1.365;D-galacturonate reductase [EC 1.1.1.365]
1.1.1.366;L-idonate 5-dehydrogenase (NAD+) [EC 1.1.1.366]
1.1.1.367;UDP-2-acetamido-2,6-β-L-arabino-hexul-4-ose reductase [EC 1.1.1.367]
1.1.1.368;6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC 1.1.1.368]
1.1.1.369;D-chiro-inositol 1-dehydrogenase [EC 1.1.1.369]
1.1.1.370;scyllo-inositol 2-dehydrogenase (NAD+) [EC 1.1.1.370]
1.1.1.371;scyllo-inositol 2-dehydrogenase (NADP+) [EC 1.1.1.371]
1.1.1.372;D/L-glyceraldehyde reductase [EC 1.1.1.372]
1.1.1.373;sulfolactaldehyde 3-reductase [EC 1.1.1.373]
1.1.1.374;UDP-N-acetylglucosamine 3-dehydrogenase [EC 1.1.1.374]
1.1.1.375;L-2-hydroxycarboxylate dehydrogenase [NAD(P)+] [EC 1.1.1.375]
1.1.1.376;L-arabinose 1-dehydrogenase [NAD(P)+] [EC 1.1.1.376]
1.1.1.377;L-rhamnose 1-dehydrogenase (NADP+) [EC 1.1.1.377]
1.1.1.378;L-rhamnose 1-dehydrogenase [NAD(P)+] [EC 1.1.1.378]
1.1.1.379;(R)-mandelate dehydrogenase [EC 1.1.1.379]
1.1.1.380;L-gulonate 5-dehydrogenase [EC 1.1.1.380]
1.1.1.381;3-hydroxy acid dehydrogenase [EC 1.1.1.381]
1.1.1.382;ketol-acid reductoisomerase (NAD+) [EC 1.1.1.382]
1.1.1.383;ketol-acid reductoisomerase [NAD(P)+] [EC 1.1.1.383]
1.1.1.384;dTDP-3,4-didehydro-2,6-dideoxy-α-D-glucose 3-reductase [EC 1.1.1.384]
1.1.1.385;dihydroanticapsin dehydrogenase [EC 1.1.1.385]
1.1.1.386;ipsdienol dehydrogenase [EC 1.1.1.386]
1.1.1.387;L-serine 3-dehydrogenase (NAD+) [EC 1.1.1.387]
1.1.1.388;glucose-6-phosphate dehydrogenase (NAD+) [EC 1.1.1.388]
1.1.1.389;2-dehydro-3-deoxy-L-galactonate 5-dehydrogenase [EC 1.1.1.389]
1.1.1.390;sulfoquinovose 1-dehydrogenase [EC 1.1.1.390]
1.1.1.391;3β-hydroxycholanate 3-dehydrogenase (NAD+) [EC 1.1.1.391]
1.1.1.392;3α-hydroxycholanate dehydrogenase (NADP+) [EC 1.1.1.392]
1.1.1.393;3β-hydroxycholanate 3-dehydrogenase (NADP+) [EC 1.1.1.393]
1.1.1.394;aurachin B dehydrogenase [EC 1.1.1.394]
1.1.1.395;3α-hydroxy bile acid-CoA-ester 3-dehydrogenase [EC 1.1.1.395]
1.1.1.396;bacteriochlorophyllide a dehydrogenase [EC 1.1.1.396]
1.1.1.397;β-methylindole-3-pyruvate reductase [EC 1.1.1.397]
1.1.1.398;2-glutathionyl-2-methylbut-3-en-1-ol dehydrogenase [EC 1.1.1.398]
1.1.1.399;2-oxoglutarate reductase [EC 1.1.1.399]
1.1.1.400;2-methyl-1,2-propanediol dehydrogenase [EC 1.1.1.400]
1.1.1.401;2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC 1.1.1.401]
1.1.1.402;D-erythritol 1-phosphate dehydrogenase [EC 1.1.1.402]
1.1.1.403;D-threitol dehydrogenase (NAD+) [EC 1.1.1.403]
1.1.1.404;tetrachlorobenzoquinone reductase [EC 1.1.1.404]
1.1.1.405;ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC 1.1.1.405]
1.1.1.406;galactitol 2-dehydrogenase (L-tagatose-forming) [EC 1.1.1.406]
1.1.1.407;D-altritol 5-dehydrogenase [EC 1.1.1.407]
1.1.1.408;4-phospho-D-threonate 3-dehydrogenase [EC 1.1.1.408]
1.1.1.409;4-phospho-D-erythronate 3-dehydrogenase [EC 1.1.1.409]
1.1.1.410;D-erythronate 2-dehydrogenase [EC 1.1.1.410]
1.1.1.411;L-threonate 2-dehydrogenase [EC 1.1.1.411]
1.1.1.412;2-alkyl-3-oxoalkanoate reductase [EC 1.1.1.412]
1.1.1.413;A-factor type γ-butyrolactone 1′-reductase (1S-forming) [EC 1.1.1.413]
1.1.1.414;L-galactonate 5-dehydrogenase [EC 1.1.1.414]
1.1.1.415;noscapine synthase [EC 1.1.1.415]
1.1.1.416;isopyridoxal dehydrogenase (5-pyridoxolactone-forming) [EC 1.1.1.416]
1.1.1.417;3β-hydroxysteroid-4β-carboxylate 3-dehydrogenase (decarboxylating) [EC 1.1.1.417]
1.1.1.418;plant 3β-hydroxysteroid-4α-carboxylate 3-dehydrogenase (decarboxylating) [EC 1.1.1.418]
1.1.1.419;nepetalactol dehydrogenase [EC 1.1.1.419]
1.1.1.420;D-apiose dehydrogenase [EC 1.1.1.420]
1.1.1.421;D-apionate oxidoisomerase [EC 1.1.1.421]
1.1.1.422;pseudoephedrine dehydrogenase [EC 1.1.1.422]
1.1.1.423;(1R,2S)-ephedrine 1-dehydrogenase [EC 1.1.1.423]
1.1.1.424;D-xylose 1-dehydrogenase (NADP+, D-xylono-1,4-lactone-forming) [EC 1.1.1.424]
1.1.1.425;levoglucosan dehydrogenase [EC 1.1.1.425]
1.1.1.426;UDP-N-acetyl-α-D-quinovosamine dehydrogenase [EC 1.1.1.426]
1.1.1.427;D-arabinose 1-dehydrogenase (NADP+) [EC 1.1.1.427]
1.1.1.428;4-methylthio 2-oxobutanoate reductase (NADH) [EC 1.1.1.428]
1.1.1.429;(2S)-[(R)-hydroxy(phenyl)methyl]succinyl-CoA dehydrogenase [EC 1.1.1.429]
1.1.1.430;D-xylose reductase (NADH) [EC 1.1.1.430]
1.1.1.431;D-xylose reductase (NADPH) [EC 1.1.1.431]
1.1.1.432;6-dehydroglucose reductase [EC 1.1.1.432]
1.1.1.433;sulfoacetaldehyde reductase (NADH) [EC 1.1.1.433]
1.1.2.1;glycerolphosphate dehydrogenase. As the acceptor is now known, the enzyme has been transferred to EC 1.1.5.3, glycerol-3-phosphate dehydrogenase. [EC 1.1.2.1]
1.1.2.2;mannitol dehydrogenase (cytochrome) [EC 1.1.2.2]
1.1.2.3;L-lactate dehydrogenase (cytochrome) [EC 1.1.2.3]
1.1.2.4;D-lactate dehydrogenase (cytochrome) [EC 1.1.2.4]
1.1.2.5;D-lactate dehydrogenase (cytochrome c-553) [EC 1.1.2.5]
1.1.2.6;polyvinyl alcohol dehydrogenase (cytochrome) [EC 1.1.2.6]
1.1.2.7;methanol dehydrogenase (cytochrome c) [EC 1.1.2.7]
1.1.2.8;alcohol dehydrogenase (cytochrome c) [EC 1.1.2.8]
1.1.2.9;1-butanol dehydrogenase (cytochrome c) [EC 1.1.2.9]
1.1.2.10;lanthanide-dependent methanol dehydrogenase [EC 1.1.2.10]
1.1.2.11;glucoside 3-dehydrogenase (cytochrome c) [EC 1.1.2.11]
1.1.3.1; glycolate oxidase. Now included with EC 1.1.3.15 (S)-2-hydroxy-acid oxidase [EC 1.1.3.1]
1.1.3.2;L-lactate oxidase [EC 1.1.3.2]
1.1.3.3;malate oxidase. Now classified as EC 1.1.5.4, malate dehydrogenase (quinone). [EC 1.1.3.3]
1.1.3.4;glucose oxidase [EC 1.1.3.4]
1.1.3.5;hexose oxidase [EC 1.1.3.5]
1.1.3.6;cholesterol oxidase [EC 1.1.3.6]
1.1.3.7;aryl-alcohol oxidase [EC 1.1.3.7]
1.1.3.8;L-gulonolactone oxidase [EC 1.1.3.8]
1.1.3.9;galactose oxidase [EC 1.1.3.9]
1.1.3.10;pyranose oxidase [EC 1.1.3.10]
1.1.3.11;L-sorbose oxidase [EC 1.1.3.11]
1.1.3.12;pyridoxine 4-oxidase [EC 1.1.3.12]
1.1.3.13;alcohol oxidase [EC 1.1.3.13]
1.1.3.14;catechol oxidase (dimerizing) [EC 1.1.3.14]
1.1.3.15;(S)-2-hydroxy-acid oxidase [EC 1.1.3.15]
1.1.3.16;ecdysone oxidase [EC 1.1.3.16]
1.1.3.17;choline oxidase [EC 1.1.3.17]
1.1.3.18;secondary-alcohol oxidase [EC 1.1.3.18]
1.1.3.19;4-hydroxymandelate oxidase (decarboxylating) [EC 1.1.3.19]
1.1.3.20;long-chain-alcohol oxidase [EC 1.1.3.20]
1.1.3.21;glycerol-3-phosphate oxidase [EC 1.1.3.21]
1.1.3.22;xanthine oxidase. Now EC 1.17.3.2, xanthine oxidase. The enzyme was incorrectly classified as acting on a CH-OH group [EC 1.1.3.22]
1.1.3.23;thiamine oxidase [EC 1.1.3.23]
1.1.3.24;L-galactonolactone oxidase. Now EC 1.3.3.12, L-galactonolactone oxidase. The enzyme had been incorrectly classified as acting upon a CH-OH donor rather than a CH-CH donor [EC 1.1.3.24]
1.1.3.25;cellobiose oxidase. Now included with EC 1.1.99.18, cellobiose dehydrogenase (acceptor) [EC 1.1.3.25]
1.1.3.26;columbamine oxidase. Now EC 1.21.3.2, columbamine oxidase [EC 1.1.3.26]
1.1.3.27;hydroxyphytanate oxidase [EC 1.1.3.27]
1.1.3.28;nucleoside oxidase [EC 1.1.3.28]
1.1.3.29;N-acylhexosamine oxidase [EC 1.1.3.29]
1.1.3.30;polyvinyl-alcohol oxidase [EC 1.1.3.30]
1.1.3.31; methanol oxidase. Cannot be distinguished from EC 1.1.3.13, alcohol oxidase [EC 1.1.3.31]
1.1.3.32;(S)-stylopine synthase. Now EC 1.14.21.1, (S)-stylopine synthase [EC 1.1.3.32]
1.1.3.33;S-cheilanthifoline synthase. Now EC 1.14.21.2, (S)-cheilanthifoline synthase [EC 1.1.3.33]
1.1.3.34;berbamunine synthase. Now EC 1.14.21.3, berbamunine synthase [EC 1.1.3.34]
1.1.3.35;salutaridine synthase. Now EC 1.14.21.4, salutaridine synthase [EC 1.1.3.35]
1.1.3.36;(S)-canadine synthase. Now EC 1.14.21.5, (S)-canadine synthase [EC 1.1.3.36]
1.1.3.37;D-arabinono-1,4-lactone oxidase [EC 1.1.3.37]
1.1.3.38;vanillyl-alcohol oxidase [EC 1.1.3.38]
1.1.3.39;nucleoside oxidase (H2O2-forming) [EC 1.1.3.39]
1.1.3.40;D-mannitol oxidase [EC 1.1.3.40]
1.1.3.41;alditol oxidase [EC 1.1.3.41]
1.1.3.42;prosolanapyrone-II oxidase [EC 1.1.3.42]
1.1.3.43;paromamine 6′-oxidase [EC 1.1.3.43]
1.1.3.44;6′′′-hydroxyneomycin C oxidase [EC 1.1.3.44]
1.1.3.45;aclacinomycin-N oxidase [EC 1.1.3.45]
1.1.3.46;4-hydroxymandelate oxidase [EC 1.1.3.46]
1.1.3.47;5-(hydroxymethyl)furfural oxidase [EC 1.1.3.47]
1.1.3.48;3-deoxy-α-D-manno-octulosonate 8-oxidase [EC 1.1.3.48]
1.1.3.49;(R)-mandelonitrile oxidase [EC 1.1.3.49]
1.1.3.50;C-glycoside oxidase [EC 1.1.3.50]
1.1.4.1;vitamin-K-epoxide reductase (warfarin-sensitive). Now EC 1.17.4.4, vitamin-K-epoxide reductase (warfarin-sensitive) [EC 1.1.4.1]
1.1.4.2;vitamin-K-epoxide reductase (warfarin-insensitive). Now EC 1.17.4.5, vitamin-K-epoxide reductase (warfarin-insensitive) [EC 1.1.4.2]
1.1.5.1; cellobiose dehydrogenase (quinone). Now known to be proteolytic product of EC 1.1.99.18, cellobiose dehydrogenase (acceptor) [EC 1.1.5.1]
1.1.5.2;glucose 1-dehydrogenase (PQQ, quinone) [EC 1.1.5.2]
1.1.5.3;glycerol-3-phosphate dehydrogenase [EC 1.1.5.3]
1.1.5.4;malate dehydrogenase (quinone) [EC 1.1.5.4]
1.1.5.5;alcohol dehydrogenase (quinone) [EC 1.1.5.5]
1.1.5.6;formate dehydrogenase-N. Now EC 1.17.5.3, formate dehydrogenase-N [EC 1.1.5.6]
1.1.5.7;cyclic alcohol dehydrogenase (quinone) [EC 1.1.5.7]
1.1.5.8;quinate/shikimate dehydrogenase (quinone) [EC 1.1.5.8]
1.1.5.9;glucose 1-dehydrogenase (FAD, quinone) [EC 1.1.5.9]
1.1.5.10;D-2-hydroxyacid dehydrogenase (quinone) [EC 1.1.5.10]
1.1.5.11;1-butanol dehydrogenase (quinone) [EC 1.1.5.11]
1.1.5.12;D-lactate dehydrogenase (quinone) [EC 1.1.5.12]
1.1.5.13;(S)-2-hydroxyglutarate dehydrogenase [EC 1.1.5.13]
1.1.5.14;fructose 5-dehydrogenase [EC 1.1.5.14]
1.1.7.1;4-hydroxybenzoyl-CoA reductase [EC 1.1.7.1]
1.1.9.1;alcohol dehydrogenase (azurin) [EC 1.1.9.1]
1.1.98.1;Now EC 1.1.9.1, alcohol dehydrogenase (azurin) [EC 1.1.98.1]
1.1.98.2;glucose-6-phosphate dehydrogenase (coenzyme-F420) [EC 1.1.98.2]
1.1.98.3;decaprenylphospho-β-D-ribofuranose 2-dehydrogenase [EC 1.1.98.3]
1.1.98.4;F420H2:quinone oxidoreductase [EC 1.1.98.4]
1.1.98.5;secondary-alcohol dehydrogenase (coenzyme-F420) [EC 1.1.98.5]
1.1.98.6;ribonucleoside-triphosphate reductase (formate) [EC 1.1.98.6]
1.1.98.7;serine-type anaerobic sulfatase-maturating enzyme [EC 1.1.98.7]
1.1.99.1;choline dehydrogenase [EC 1.1.99.1]
1.1.99.2;L-2-hydroxyglutarate dehydrogenase [EC 1.1.99.2]
1.1.99.3;gluconate 2-dehydrogenase (acceptor) [EC 1.1.99.3]
1.1.99.4;dehydrogluconate dehydrogenase [EC 1.1.99.4]
1.1.99.5;glycerol-3-phosphate dehydrogenase. As the acceptor is now known, the enzyme has been transferred to EC 1.1.5.3, glycerol-3-phosphate dehydrogenase. [EC 1.1.99.5]
1.1.99.6;D-lactate dehydrogenase (acceptor) [EC 1.1.99.6]
1.1.99.7;lactate—malate transhydrogenase [EC 1.1.99.7]
1.1.99.8;alcohol dehydrogenase (acceptor). Now EC 1.1.2.7, methanol dehydrogenase (cytochrome c) and EC 1.1.2.8, alcohol dehydrogenase (cytochrome c). [EC 1.1.99.8]
1.1.99.9;pyridoxine 5-dehydrogenase [EC 1.1.99.9]
1.1.99.10;glucose dehydrogenase (acceptor). Now EC 1.1.5.9, glucose 1-dehydrogenase (FAD, quinone) [EC 1.1.99.10]
1.1.99.11;fructose 5-dehydrogenase, now classified as EC 1.1.5.14, fructose 5-dehydrogenase. [EC 1.1.99.11]
1.1.99.12;sorbose dehydrogenase [EC 1.1.99.12]
1.1.99.13;glucoside 3-dehydrogenase (acceptor) [EC 1.1.99.13]
1.1.99.14;glycolate dehydrogenase [EC 1.1.99.14]
1.1.99.15;5,10-methylenetetrahydrofolate reductase (FADH2). Now EC 1.5.1.20, methylenetetrahydrofolate reductase [NAD(P)H] [EC 1.1.99.15]
1.1.99.16;malate dehydrogenase (acceptor). As the acceptor is now known, the enzyme has been transferred to EC 1.1.5.4, malate dehydrogenase (quinone). [EC 1.1.99.16]
1.1.99.17;glucose dehydrogenase (pyrroloquinoline-quinone). Now EC 1.1.5.2, quinoprotein glucose dehydrogenase [EC 1.1.99.17]
1.1.99.18;cellobiose dehydrogenase (acceptor) [EC 1.1.99.18]
1.1.99.19;uracil dehydrogenase. Now EC 1.17.99.4, uracil/thymine dehydrogenase [EC 1.1.99.19]
1.1.99.20;alkan-1-ol dehydrogenase (acceptor) [EC 1.1.99.20]
1.1.99.21;D-sorbitol dehydrogenase (acceptor) [EC 1.1.99.21]
1.1.99.22;glycerol dehydrogenase (acceptor) [EC 1.1.99.22]
1.1.99.23;polyvinyl-alcohol dehydrogenase (acceptor). Now EC 1.1.2.6, polyvinyl alcohol dehydrogenase (cytochrome) [EC 1.1.99.23]
1.1.99.24;hydroxyacid-oxoacid transhydrogenase [EC 1.1.99.24]
1.1.99.25;quinate dehydrogenase (pyrroloquinoline-quinone). Now EC 1.1.5.8, quinate dehydrogenase (quinone) [EC 1.1.99.25]
1.1.99.26;3-hydroxycyclohexanone dehydrogenase [EC 1.1.99.26]
1.1.99.27;(R)-pantolactone dehydrogenase (flavin) [EC 1.1.99.27]
1.1.99.28;glucose-fructose oxidoreductase [EC 1.1.99.28]
1.1.99.29;pyranose dehydrogenase (acceptor) [EC 1.1.99.29]
1.1.99.30;2-oxo-acid reductase [EC 1.1.99.30]
1.1.99.31;(S)-mandelate dehydrogenase [EC 1.1.99.31]
1.1.99.32;L-sorbose 1-dehydrogenase [EC 1.1.99.32]
1.1.99.33;formate dehydrogenase (acceptor). Now EC 1.17.99.7, formate dehydrogenase (acceptor) [EC 1.1.99.33]
1.1.99.34;glucose-6-phosphate dehydrogenase (coenzyme-F420). As the acceptor is now known, the enzyme has been transferred to EC 1.1.98.2, glucose-6-phosphate dehydrogenase (coenzyme-F420) [EC 1.1.99.34]
1.1.99.35;soluble quinoprotein glucose dehydrogenase [EC 1.1.99.35]
1.1.99.36;alcohol dehydrogenase (nicotinoprotein) [EC 1.1.99.36]
1.1.99.37;methanol dehydrogenase (nicotinoprotein) [EC 1.1.99.37]
1.1.99.38;2-deoxy-scyllo-inosamine dehydrogenase (AdoMet-dependent) [EC 1.1.99.38]
1.1.99.39;D-2-hydroxyglutarate dehydrogenase [EC 1.1.99.39]
1.1.99.40;(R)-2-hydroxyglutarate—pyruvate transhydrogenase [EC 1.1.99.40]
1.1.99.41;3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine reductase [EC 1.1.99.41]
1.1.99.42;4-pyridoxic acid dehydrogenase [EC 1.1.99.42]
1.2.1.1; glutathione-dependent formaldehyde dehydrogenase. This enzyme was classified on the basis of an incorrect reaction. It has been replaced by two enzymes, EC 1.1.1.284, S-(hydroxymethyl)glutathione dehydrogenase and EC 4.4.1.22, S-(hydroxymethyl)glutathione synthase [EC 1.2.1.1]
1.2.1.2;formate dehydrogenase. Now EC 1.17.1.9, formate dehydrogenase [EC 1.2.1.2]
1.2.1.3;aldehyde dehydrogenase (NAD+) [EC 1.2.1.3]
1.2.1.4;aldehyde dehydrogenase (NADP+) [EC 1.2.1.4]
1.2.1.5;aldehyde dehydrogenase [NAD(P)+] [EC 1.2.1.5]
1.2.1.6; benzaldehyde dehydrogenase [EC 1.2.1.6]
1.2.1.7;benzaldehyde dehydrogenase (NADP+) [EC 1.2.1.7]
1.2.1.8;betaine-aldehyde dehydrogenase [EC 1.2.1.8]
1.2.1.9;glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC 1.2.1.9]
1.2.1.10;acetaldehyde dehydrogenase (acetylating) [EC 1.2.1.10]
1.2.1.11;aspartate-semialdehyde dehydrogenase [EC 1.2.1.11]
1.2.1.12;glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC 1.2.1.12]
1.2.1.13;glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC 1.2.1.13]
1.2.1.14;IMP dehydrogenase. Now EC 1.1.1.205, IMP dehydrogenase [EC 1.2.1.14]
1.2.1.15;malonate-semialdehyde dehydrogenase [EC 1.2.1.15]
1.2.1.16;succinate-semialdehyde dehydrogenase [NAD(P)+] [EC 1.2.1.16]
1.2.1.17;glyoxylate dehydrogenase (acylating) [EC 1.2.1.17]
1.2.1.18;malonate-semialdehyde dehydrogenase (acetylating) [EC 1.2.1.18]
1.2.1.19;aminobutyraldehyde dehydrogenase [EC 1.2.1.19]
1.2.1.20;glutarate-semialdehyde dehydrogenase [EC 1.2.1.20]
1.2.1.21;glycolaldehyde dehydrogenase [EC 1.2.1.21]
1.2.1.22;lactaldehyde dehydrogenase [EC 1.2.1.22]
1.2.1.23;2-oxoaldehyde dehydrogenase (NAD+) [EC 1.2.1.23]
1.2.1.24;succinate-semialdehyde dehydrogenase (NAD+) [EC 1.2.1.24]
1.2.1.25;branched-chain α-keto acid dehydrogenase system [EC 1.2.1.25]
1.2.1.26;2,5-dioxovalerate dehydrogenase [EC 1.2.1.26]
1.2.1.27;methylmalonate-semialdehyde dehydrogenase (CoA-acylating) [EC 1.2.1.27]
1.2.1.28;benzaldehyde dehydrogenase (NAD+) [EC 1.2.1.28]
1.2.1.29;aryl-aldehyde dehydrogenase [EC 1.2.1.29]
1.2.1.30;carboxylate reductase (NADP+) [EC 1.2.1.30]
1.2.1.31;L-aminoadipate-semialdehyde dehydrogenase [EC 1.2.1.31]
1.2.1.32;aminomuconate-semialdehyde dehydrogenase [EC 1.2.1.32]
1.2.1.33;(R)-dehydropantoate dehydrogenase [EC 1.2.1.33]
1.2.1.34;D-mannonate dehydrogenase (NAD(P)+). Now EC 1.1.1.131, mannuronate reductase [EC 1.2.1.34]
1.2.1.35;uronate dehydrogenase. Now EC 1.1.1.203, uronate dehydrogenase [EC 1.2.1.35]
1.2.1.36;retinal dehydrogenase [EC 1.2.1.36]
1.2.1.37;xanthine dehydrogenase. Now EC 1.17.1.4, xanthine dehydrogenase [EC 1.2.1.37]
1.2.1.38;N-acetyl-γ-glutamyl-phosphate reductase [EC 1.2.1.38]
1.2.1.39;phenylacetaldehyde dehydrogenase [EC 1.2.1.39]
1.2.1.40;3α,7α,12α-trihydroxycholestan-26-al 26-oxidoreductase. The activity is part of EC 1.14.13.15, cholestanetriol 26-monooxygenase [EC 1.2.1.40]
1.2.1.41;glutamate-5-semialdehyde dehydrogenase [EC 1.2.1.41]
1.2.1.42;hexadecanal dehydrogenase (acylating) [EC 1.2.1.42]
1.2.1.43;formate dehydrogenase (NADP+). Now EC 1.17.1.10, formate dehydrogenase (NADP+) [EC 1.2.1.43]
1.2.1.44;cinnamoyl-CoA reductase [EC 1.2.1.44]
1.2.1.45;4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase. Now EC 1.1.1.312, 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase. [EC 1.2.1.45]
1.2.1.46;formaldehyde dehydrogenase [EC 1.2.1.46]
1.2.1.47;4-trimethylammoniobutyraldehyde dehydrogenase [EC 1.2.1.47]
1.2.1.48;long-chain-aldehyde dehydrogenase [EC 1.2.1.48]
1.2.1.49;2-oxoaldehyde dehydrogenase (NADP+) [EC 1.2.1.49]
1.2.1.50;long-chain acyl-protein thioester reductase [EC 1.2.1.50]
1.2.1.51;pyruvate dehydrogenase (NADP+) [EC 1.2.1.51]
1.2.1.52;oxoglutarate dehydrogenase (NADP+) [EC 1.2.1.52]
1.2.1.53;4-hydroxyphenylacetaldehyde dehydrogenase [EC 1.2.1.53]
1.2.1.54;γ-guanidinobutyraldehyde dehydrogenase [EC 1.2.1.54]
1.2.1.55;(R)-3-hydroxyacid ester dehydrogenase. Now EC 1.1.1.279, (R)-3-hydroxyacid-ester dehydrogenase [EC 1.2.1.55]
1.2.1.56;(S)-3-hydroxyacid ester dehydrogenase. Now EC 1.1.1.280, (S)-3-hydroxyacid-ester dehydrogenase [EC 1.2.1.56]
1.2.1.57;butanal dehydrogenase [EC 1.2.1.57]
1.2.1.58;phenylglyoxylate dehydrogenase (acylating) [EC 1.2.1.58]
1.2.1.59;glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC 1.2.1.59]
1.2.1.60;5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC 1.2.1.60]
1.2.1.61;4-hydroxymuconic-semialdehyde dehydrogenase [EC 1.2.1.61]
1.2.1.62;4-formylbenzenesulfonate dehydrogenase [EC 1.2.1.62]
1.2.1.63;6-oxohexanoate dehydrogenase [EC 1.2.1.63]
1.2.1.64;4-hydroxybenzaldehyde dehydrogenase (NAD+) [EC 1.2.1.64]
1.2.1.65;salicylaldehyde dehydrogenase [EC 1.2.1.65]
1.2.1.66;mycothiol-dependent formaldehyde dehydrogenase. Now EC 1.1.1.306, S-(hydroxymethyl)mycothiol dehydrogenase [EC 1.2.1.66]
1.2.1.67;vanillin dehydrogenase [EC 1.2.1.67]
1.2.1.68;coniferyl-aldehyde dehydrogenase [EC 1.2.1.68]
1.2.1.69;fluoroacetaldehyde dehydrogenase [EC 1.2.1.69]
1.2.1.70;glutamyl-tRNA reductase [EC 1.2.1.70]
1.2.1.71;succinylglutamate-semialdehyde dehydrogenase [EC 1.2.1.71]
1.2.1.72;erythrose-4-phosphate dehydrogenase [EC 1.2.1.72]
1.2.1.73;sulfoacetaldehyde dehydrogenase [EC 1.2.1.73]
1.2.1.74;abieta-7,13-dien-18-al dehydrogenase [EC 1.2.1.74]
1.2.1.75;malonyl-CoA reductase (malonate semialdehyde-forming) [EC 1.2.1.75]
1.2.1.76;succinate-semialdehyde dehydrogenase (acylating) [EC 1.2.1.76]
1.2.1.77;3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP+) [EC 1.2.1.77]
1.2.1.78;2-formylbenzoate dehydrogenase [EC 1.2.1.78]
1.2.1.79;succinate-semialdehyde dehydrogenase (NADP+) [EC 1.2.1.79]
1.2.1.80;long-chain acyl-[acyl-carrier-protein] reductase [EC 1.2.1.80]
1.2.1.81;sulfoacetaldehyde dehydrogenase (acylating) [EC 1.2.1.81]
1.2.1.82;β-apo-4′-carotenal oxygenase [EC 1.2.1.82]
1.2.1.83;3-succinoylsemialdehyde-pyridine dehydrogenase [EC 1.2.1.83]
1.2.1.84;alcohol-forming fatty acyl-CoA reductase [EC 1.2.1.84]
